is_cause,sentence
0.0,"""Oryza""/PROPN,""sativa""/PROPN,""L.""/PROPN,""consumed""/VERB,""globally""/ADV,""staple""/ADJ,""food""/NOUN,""root""/NOUN,""used""/VERB,""Korean""/ADJ,""Chinese""/ADJ,""medical""/ADJ,""supplement""/NOUN,""protection""/NOUN,""stomach""/NOUN,""lung""/NOUN,""amelioration""/NOUN,""vomiting""/NOUN,""fever""/NOUN"
0.0,"""Osteoporosis""/NOUN,""common""/ADJ,""skeletal""/ADJ,""disorder""/NOUN,""human""/ADJ,""gelatin""/NOUN,""hydrolysate""/NOUN,""mammal""/NOUN,""reported""/VERB,""improve""/VERB,""osteoporosis""/NOUN"
0.0,"""We""/PRON,""present""/VERB,""case""/NOUN,""recurrent""/ADJ,""allergic""/ADJ,""contact""/NOUN,""dermatitis""/NOUN,""ACD""/PROPN,""lasted""/VERB,""6""/NUM,""month""/NOUN,""patient""/NOUN,""retrospectively""/ADV,""correlated""/VERB,""new""/ADJ,""lesion""/NOUN,""appearance""/NOUN,""consumption""/NOUN,""specific""/ADJ,""type""/NOUN,""beer""/NOUN,""bread""/NOUN"
1.0,"""However""/ADV,""evidence""/NOUN,""literature""/NOUN,""stating""/VERB,""blueberry""/NOUN,""avoided""/VERB,""individual""/ADJ,""glucose-6-phosphate""/NOUN,""dehydrogenase""/NOUN,""G6PD""/NOUN,""deficiency""/NOUN"
0.0,"""Olive""/ADJ,""oil""/NOUN,""major""/ADJ,""component""/NOUN,""Mediterranean""/ADJ,""diet""/NOUN,""suggested""/VERB,""beneficial""/ADJ,""counteract""/VERB,""Alzheimer""/PROPN,""disease""/NOUN"
0.0,"""Avocado""/NOUN,""soybean""/NOUN,""unsaponifiables""/NOUN,""ASU""/PROPN,""proven""/VERB,""safety""/NOUN,""effectiveness""/NOUN,""clinical""/ADJ,""study""/NOUN,""knee""/NOUN,""osteoarthritis""/NOUN,""OA""/NOUN,""however""/ADV,""whether""/ADP,""ASU""/PROPN,""exerts""/VERB,""structure-modifying""/ADJ,""effect""/NOUN,""still""/ADV,""elucidated""/VERB"
1.0,"""A""/DET,""high-calorie""/ADJ,""diet""/NOUN,""HCD""/PROPN,""induces""/VERB,""two""/NUM,""mutually""/ADV,""exacerbating""/VERB,""effect""/NOUN,""contributing""/VERB,""diet-induced""/ADJ,""obesity""/NOUN,""DIO""/PROPN,""impaired""/VERB,""glucose""/NOUN,""metabolism""/NOUN,""increased""/VERB,""food""/NOUN,""consumption""/NOUN"
0.0,"""Infections""/NOUN,""cow""/NOUN,""udder""/NOUN,""leading""/VERB,""mastitis""/NOUN,""reducing""/VERB,""milk""/NOUN,""quality""/NOUN,""critical""/ADJ,""challenge""/NOUN,""facing""/VERB,""dairy""/NOUN,""farmer""/NOUN"
1.0,"""Many""/ADJ,""Small""/PROPN,""Island""/PROPN,""Developing""/PROPN,""States""/PROPN,""Caribbean""/PROPN,""experience""/VERB,""triple""/ADJ,""burden""/NOUN,""malnutrition""/NOUN,""high""/ADJ,""rate""/NOUN,""obesity""/NOUN,""undernutrition""/NOUN,""child""/NOUN,""iron""/NOUN,""deficiency""/NOUN,""anemia""/NOUN,""woman""/NOUN,""reproductive""/ADJ,""age""/NOUN,""driven""/VERB,""inadequate""/ADJ,""unhealthy""/ADJ,""diet""/NOUN"
0.0,"""Our""/PRON,""previous""/ADJ,""study""/NOUN,""suggests""/VERB,""ginger""/NOUN,""root""/NOUN,""extract""/NOUN,""reverse""/NOUN,""behavioral""/ADJ,""dysfunction""/NOUN,""prevent""/VERB,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN,""symptom""/NOUN,""induced""/VERB,""amyloid-beta""/NOUN,""protein""/NOUN,""ABeta""/PROPN,""rat""/NOUN,""model""/NOUN"
1.0,"""Tobacco""/NOUN,""smoking""/NOUN,""occupational""/ADJ,""exposure""/NOUN,""aromatic""/ADJ,""amine""/NOUN,""two""/NUM,""major""/ADJ,""established""/VERB,""environmental""/ADJ,""risk""/NOUN,""factor""/NOUN,""bladder""/NOUN,""cancer""/NOUN"
0.0,"""Zoonotic""/ADJ,""disease""/NOUN,""transmitted""/VERB,""animal""/NOUN,""human""/ADJ,""direct""/ADJ,""contact""/NOUN,""food""/NOUN,""water""/NOUN,""environment""/NOUN"
1.0,"""Activation""/NOUN,""steroidogenic""/ADJ,""enzyme""/NOUN,""CYP11A1""/PROPN,""shown""/VERB,""necessary""/ADJ,""development""/NOUN,""peanut-induced""/ADJ,""intestinal""/ADJ,""anaphylaxis""/NOUN,""IL-13""/PROPN,""production""/NOUN,""allergic""/ADJ,""mouse""/NOUN"
0.0,"""Ginsenoside-Rb1""/PROPN,""Rb1""/PROPN,""major""/NOUN,""active""/ADJ,""component""/NOUN,""ginseng""/NOUN,""many""/ADJ,""benefit""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""diabetes""/NOUN,""mellitus""/NOUN,""DM""/NOUN,""effect""/NOUN,""mechanism""/NOUN,""diabetic""/ADJ,""cardiomyopathy""/NOUN,""clear""/ADJ"
0.0,"""The""/DET,""different""/ADJ,""susceptibility""/NOUN,""renal""/ADJ,""stone""/NOUN,""disease""/NOUN,""white""/ADJ,""black""/ADJ,""people""/NOUN,""previously""/ADV,""explained""/VERB,""term""/NOUN,""intrinsic""/ADJ,""genetics""/NOUN,""extrinsic""/ADJ,""diet""/NOUN,""lifestyle""/NOUN,""factor""/NOUN"
0.0,"""Epicatechin""/PROPN,""EC""/PROPN,""main""/ADJ,""colonic""/ADJ,""phenolic""/ADJ,""acid""/NOUN,""derived""/VERB,""flavonoid""/NOUN,""intake""/NOUN,""2,3-dihydroxybenzoic""/NOUN,""acid""/NOUN,""DHBA""/NOUN,""3,4-dihydroxyphenylacetic""/ADJ,""acid""/NOUN,""DHPAA""/NOUN,""3-hydroxyphenylpropionic""/ADJ,""acid""/NOUN,""HPPA""/PROPN,""suggested""/VERB,""exert""/VERB,""beneficial""/ADJ,""effect""/NOUN,""diabetes""/NOUN"
0.0,"""Numerous""/ADJ,""epidemiological""/ADJ,""study""/NOUN,""revealed""/VERB,""high""/ADJ,""consumption""/NOUN,""milk""/NOUN,""dairy""/NOUN,""product""/NOUN,""may""/AUX,""protective""/ADJ,""effect""/NOUN,""coronary""/ADJ,""heart""/NOUN,""disease""/NOUN,""CHD""/NOUN,""stroke""/NOUN,""diabetes""/NOUN,""certain""/ADJ,""cancer""/NOUN,""colorectal""/ADJ,""bladder""/NOUN,""cancer""/NOUN,""dementia""/NOUN,""although""/ADP,""mechanism""/NOUN,""action""/NOUN,""unclear""/ADJ"
0.0,"""Regular""/ADJ,""consumption""/NOUN,""fermented""/VERB,""food""/NOUN,""e.g.""/X,""kimchi""/X,""kefir""/X,""etc""/X,""may""/AUX,""represent""/VERB,""potential""/ADJ,""avenue""/NOUN,""counter""/NOUN,""proinflammatory""/ADJ,""effect""/NOUN,""gut""/NOUN,""dysbiosis""/NOUN"
0.0,"""Hydroxytyrosol""/NOUN,""acetate""/NOUN,""HT-AC""/NOUN,""polyphenolic""/ADJ,""compound""/NOUN,""olive""/NOUN,""oil""/NOUN,""exerts""/VERB,""anti-inflammatory""/ADJ,""effect""/NOUN,""murine""/NOUN,""collagen-induced""/ADJ,""arthritis""/NOUN"
0.0,"""Several""/ADJ,""study""/NOUN,""shown""/VERB,""high""/ADJ,""consumption""/NOUN,""vegetable""/NOUN,""fruit""/NOUN,""consistently""/ADV,""associated""/VERB,""low""/ADJ,""risk""/NOUN,""oxidative""/ADJ,""stress-induced""/ADJ,""disease""/NOUN,""includes""/VERB,""degenerative""/ADJ,""disease""/NOUN,""amyotrophic""/ADJ,""lateral""/ADJ,""sclerosis""/NOUN,""Alzheimer""/PROPN,""Parkinson""/PROPN"
1.0,"""Osteopenia""/NOUN,""osteoporosis""/NOUN,""occurs""/VERB,""frequently""/ADV,""alcoholic""/ADJ,""patient""/NOUN,""alcoholic""/ADJ,""fatty""/NOUN,""liver""/NOUN,""disease""/NOUN"
0.0,"""These""/DET,""finding""/NOUN,""might""/AUX,""provide""/VERB,""experimental""/ADJ,""support""/NOUN,""beneficial""/ADJ,""nutritional""/ADJ,""property""/NOUN,""olive""/NOUN,""olive""/NOUN,""oil""/NOUN,""well""/NOUN,""chemical""/NOUN,""scaffold""/NOUN,""development""/NOUN,""new""/ADJ,""drug""/NOUN,""aiming""/VERB,""neurodegenerative""/ADJ,""tauopathies""/NOUN"
0.0,"""In""/ADP,""ovo""/ADJ,""vaccination""/NOUN,""herpesvirus""/NOUN,""turkey""/NOUN,""HVT""/NOUN,""recombinant""/ADJ,""HVT""/PROPN,""rHVT""/PROPN,""commonly""/ADV,""used""/VERB,""meat-type""/NOUN,""chicken""/NOUN"
1.0,"""Many""/ADJ,""disease""/NOUN,""including""/VERB,""caries""/NOUN,""chronic""/ADJ,""inflammatory""/ADJ,""disease""/NOUN,""diabetes""/NOUN,""obesity""/NOUN,""associated""/VERB,""uncontrolled""/ADJ,""sugar""/NOUN,""consumption""/NOUN"
0.0,"""Epidemiological""/ADJ,""clinical""/ADJ,""study""/NOUN,""compellingly""/ADV,""documented""/VERB,""ability""/NOUN,""Mediterranean""/ADJ,""diet""/NOUN,""rich""/ADJ,""extra-virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""EVOO""/NOUN,""reduce""/VERB,""breast""/NOUN,""colon""/NOUN,""cancer""/NOUN,""incidence""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""aging""/VERB,""cognitive""/ADJ,""function""/NOUN,""decline""/NOUN"
0.0,"""Fruit""/NOUN,""vegetable""/NOUN,""still""/ADV,""eaten""/VERB,""adequate""/ADJ,""amount""/NOUN,""yet""/ADV,""contain""/VERB,""micronutrient""/ADJ,""phytochemical""/ADJ,""useful""/ADJ,""bone""/NOUN,""remodelling""/NOUN,""bone""/NOUN,""formation""/NOUN,""resorption""/NOUN,""essential""/ADJ,""reducing""/VERB,""inflammation""/NOUN,""oxidative""/ADJ,""stress""/NOUN"
0.0,"""Moderate""/ADJ,""consumption""/NOUN,""alcoholic""/ADJ,""beverage""/NOUN,""reduces""/VERB,""risk""/NOUN,""dementia""/NOUN,""cognitive""/ADJ,""decline""/NOUN"
0.0,"""Many""/ADJ,""infectious""/ADJ,""disease""/NOUN,""originating""/VERB,""carried""/VERB,""wildlife""/NOUN,""affect""/VERB,""wildlife""/NOUN,""conservation""/NOUN,""biodiversity""/NOUN,""livestock""/NOUN,""health""/NOUN,""human""/ADJ,""health""/NOUN"
0.0,"""Ginger""/NOUN,""anti-oxidant""/ADJ,""anti-inflammation""/ADJ,""effect""/NOUN,""biomarkers""/NOUN"
1.0,"""In""/ADP,""older""/ADJ,""people""/NOUN,""Indonesia""/PROPN,""Hawai""/PROPN,""China""/PROPN,""tofu""/NOUN,""contain""/VERB,""high""/ADJ,""level""/NOUN,""phytoestrogens""/NOUN,""found""/VERB,""increase""/VERB,""dementia""/NOUN,""risk""/NOUN"
0.0,"""Our""/PRON,""previous""/ADJ,""study""/NOUN,""shown""/VERB,""beneficial""/ADJ,""effect""/NOUN,""walnut""/NOUN,""memory""/NOUN,""learning""/NOUN,""skill""/NOUN,""transgenic""/ADJ,""mouse""/NOUN,""model""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD-tg""/PROPN"
0.0,"""Despite""/ADP,""recent""/ADJ,""interest""/NOUN,""use""/VERB,""ketogenic""/ADJ,""diet""/NOUN,""KDs""/PROPN,""cancer""/NOUN,""evidence""/NOUN,""beneficial""/ADJ,""effect""/NOUN,""lacking""/VERB"
0.0,"""With""/ADP,""famous""/ADJ,""Seven""/PROPN,""Countries""/PROPN,""Study""/PROPN,""Keys""/PROPN,""demonstrated""/VERB,""first""/ADJ,""time""/NOUN,""population""/NOUN,""practicing""/VERB,""Mediterranean""/ADJ,""diet""/NOUN,""Greeks""/PROPN,""southern""/ADJ,""Italians""/PROPN,""showed""/VERB,""low""/ADJ,""mortality""/NOUN,""rate""/NOUN,""ischemic""/ADJ,""heart""/NOUN,""disease""/NOUN,""compared""/VERB,""people""/NOUN,""Northern""/PROPN,""Europe""/PROPN,""North""/PROPN,""America""/PROPN"
0.0,"""Bioactive""/ADJ,""extract""/NOUN,""Olea""/PROPN,""europaea""/NOUN,""anti-inflammatory""/ADJ,""activity""/NOUN,""shown""/VERB,""reduce""/VERB,""systemic""/ADJ,""inflammation""/NOUN,""animal""/NOUN,""model""/NOUN"
0.0,"""The""/DET,""Tasmanian""/ADJ,""Atlantic""/PROPN,""salmon""/NOUN,""Salmo""/PROPN,""salar""/NOUN,""aquaculture""/NOUN,""industry""/NOUN,""remained""/VERB,""relatively""/ADV,""free""/ADJ,""major""/ADJ,""viral""/ADJ,""disease""/NOUN,""recent""/ADJ,""emergence""/NOUN,""pilchard""/NOUN,""orthomyxovirus""/NOUN,""POMV""/PROPN"
0.0,"""Various""/ADJ,""human""/ADJ,""study""/NOUN,""suggested""/VERB,""diet""/NOUN,""higher""/ADJ,""intake""/NOUN,""vegetable""/NOUN,""fruit""/NOUN,""play""/VERB,""role""/NOUN,""prevention""/NOUN,""kidney""/NOUN,""stone""/NOUN"
0.0,"""The""/DET,""beneficial""/ADJ,""effect""/NOUN,""olive""/NOUN,""oil""/NOUN,""phenol""/NOUN,""attributed""/VERB,""variety""/NOUN,""biological""/ADJ,""activity""/NOUN,""including""/VERB,""free""/ADJ,""radical""/ADJ,""scavenging""/NOUN,""/""/SYM,""antioxidant""/ADJ,""action""/NOUN,""anti-inflammatory""/ADJ,""effect""/NOUN,""anti-carcinogenic""/ADJ,""property""/NOUN,""anti-microbial""/ADJ,""activity""/NOUN"
0.0,"""Available""/ADJ,""scientific""/ADJ,""evidence""/NOUN,""agrees""/VERB,""harmful""/ADJ,""effect""/NOUN,""high""/ADJ,""meat""/NOUN,""/""/SYM,""animal""/NOUN,""protein""/NOUN,""intake""/NOUN,""low""/ADJ,""calcium""/NOUN,""diet""/NOUN,""whereas""/ADP,""high""/ADJ,""content""/NOUN,""fruit""/NOUN,""vegetable""/NOUN,""associated""/VERB,""balanced""/ADJ,""intake""/NOUN,""low-fat""/ADJ,""dairy""/NOUN,""product""/NOUN,""carry""/VERB,""lowest""/ADJ,""risk""/NOUN,""incident""/NOUN,""kidney""/NOUN,""stone""/NOUN"
0.0,"""Bovine""/NOUN,""respiratory""/ADJ,""disease""/NOUN,""BRD""/NOUN,""major""/ADJ,""cause""/VERB,""morbidity""/NOUN,""mortality""/NOUN,""beef""/NOUN,""cattle""/NOUN"
0.0,"""An""/DET,""increased""/VERB,""consumption""/NOUN,""vegetable""/NOUN,""fruit""/NOUN,""reduces""/VERB,""risk""/NOUN,""hypertension""/NOUN,""coronary""/ADJ,""heart""/NOUN,""disease""/NOUN,""stroke""/NOUN,""cancer""/NOUN"
0.0,"""Thus""/ADV,""recently""/ADV,""hypothesized""/VERB,""gut""/NOUN,""microbiota""/NOUN,""could""/AUX,""part""/NOUN,""mechanistic""/ADJ,""link""/NOUN,""consumption""/NOUN,""high""/ADJ,""fat""/NOUN,""unbalanced""/ADJ,""diet""/NOUN,""impaired""/VERB,""cognition""/NOUN,""termed""/VERB,""axis""/NOUN"
0.0,"""Folic""/NOUN,""acid""/NOUN,""Vitamin""/NOUN,""B9""/NOUN,""often""/ADV,""associated""/VERB,""inflammatory""/ADJ,""bowel""/NOUN,""disease""/NOUN,""since""/ADP,""reduced""/VERB,""overall""/ADJ,""folate""/NOUN,""concentration""/NOUN,""human""/ADJ,""body""/NOUN,""may""/AUX,""lead""/VERB,""development""/NOUN,""colorectal""/ADJ,""cancer""/NOUN,""megaloblastic""/ADJ,""anaemia""/NOUN"
1.0,"""Diets""/NOUN,""high""/ADJ,""salt""/NOUN,""leading""/VERB,""risk""/NOUN,""death""/NOUN,""disability""/NOUN,""globally""/ADV"
0.0,"""Milk""/NOUN,""dairy""/NOUN,""product""/NOUN,""may""/AUX,""contribute""/VERB,""prevention""/NOUN,""physical""/ADJ,""cognitive""/ADJ,""impairment""/NOUN"
0.0,"""This""/DET,""review""/NOUN,""synthesized""/VERB,""evidence""/NOUN,""relation""/NOUN,""tea""/NOUN,""consumption""/NOUN,""risk""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""CVD""/NOUN,""all-cause""/ADJ,""mortality""/NOUN,""among""/ADP,""generally""/ADV,""healthy""/ADJ,""adult""/NOUN"
0.0,"""The""/DET,""mandatory""/ADJ,""fortification""/NOUN,""enriched""/VERB,""cereal""/NOUN,""grain""/NOUN,""e.g.""/X,""wheat""/NOUN,""flour""/NOUN,""folic""/NOUN,""acid""/NOUN,""began""/VERB,""United""/PROPN,""States""/PROPN,""1998""/NUM,""example""/NOUN,""successful""/ADJ,""intervention""/NOUN,""significantly""/ADV,""reduced""/VERB,""rate""/NOUN,""neural""/ADJ,""tube""/NOUN,""defect""/NOUN,""NTDs""/NOUN"
0.0,"""The""/DET,""soluble""/ADJ,""dietary""/ADJ,""fiber""/NOUN,""1-3""/NUM,""1-4""/NUM,""mixed""/ADJ,""linked""/VERB,""beta-D-glucan""/NOUN,""cereal""/NOUN,""grain""/NOUN,""valuable""/ADJ,""component""/NOUN,""healthy""/ADJ,""diet""/NOUN,""reduces""/VERB,""risk""/NOUN,""coronary""/ADJ,""disease""/NOUN,""diabetes""/NOUN"
0.0,"""Extensive""/ADJ,""research""/NOUN,""last""/ADJ,""10""/NUM,""year""/NOUN,""indicated""/VERB,""nutraceuticals""/NOUN,""derived""/VERB,""spice""/NOUN,""turmeric""/NOUN,""red""/ADJ,""pepper""/NOUN,""black""/ADJ,""pepper""/NOUN,""licorice""/NOUN,""clove""/NOUN,""ginger""/NOUN,""garlic""/NOUN,""coriander""/NOUN,""cinnamon""/NOUN,""target""/NOUN,""inflammatory""/ADJ,""pathway""/NOUN,""thereby""/ADV,""may""/AUX,""prevent""/VERB,""neurodegenerative""/ADJ,""disease""/NOUN"
0.0,"""Polyphenols""/NOUN,""olive""/NOUN,""oil""/NOUN,""OO""/PROPN,""virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""VOO""/NOUN,""extra""/ADJ,""virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""contribute""/VERB,""essential""/ADJ,""role""/NOUN,""management""/NOUN,""CVDs""/NOUN"
0.0,"""Alzheimer""/NOUN,""disease""/NOUN,""AD""/NOUN,""multifactorial""/ADJ,""neurodegenerative""/ADJ,""disorder""/NOUN,""characterized""/VERB,""formation""/NOUN,""aggregation""/NOUN,""accumulation""/NOUN,""amyloid""/NOUN,""beta""/NOUN,""perturbed""/VERB,""metal""/NOUN,""copper""/NOUN,""iron""/NOUN,""zinc""/NOUN,""homeostasis""/NOUN,""metal-induced""/VERB,""oxidative""/ADJ,""stress""/NOUN,""neuroinflammation""/NOUN,""aberrant""/ADJ,""activity""/NOUN,""acetylcholinesterase""/NOUN,""AChE""/NOUN,""pathology""/NOUN"
0.0,"""Nuts""/NOUN,""whole""/ADJ,""grain""/NOUN,""fruit""/NOUN,""vegetable""/NOUN,""contain""/VERB,""abundance""/NOUN,""phenolic""/ADJ,""compound""/NOUN,""terpenoids""/NOUN,""pigment""/NOUN,""natural""/ADJ,""antioxidant""/NOUN,""associated""/VERB,""protection""/NOUN,""and""/CCONJ,""/""/SYM,""or""/CCONJ,""treatment""/NOUN,""chronic""/ADJ,""disease""/NOUN,""heart""/NOUN,""disease""/NOUN,""cancer""/NOUN,""diabetes""/NOUN,""hypertension""/NOUN,""well""/NOUN,""medical""/ADJ,""condition""/NOUN"
0.0,"""Ginkgo""/NOUN,""biloba""/NOUN,""long""/ADV,""used""/VERB,""ancient""/ADJ,""China""/PROPN,""treatment""/NOUN,""cough""/NOUN,""asthma""/NOUN,""lung""/NOUN,""disease""/NOUN"
1.0,"""In""/ADP,""2.8""/NUM,""control""/NOUN,""group""/NOUN,""ISAC-test""/NOUN,""failed""/VERB,""detect""/NOUN,""allergy""/NOUN,""sensitization""/NOUN,""caused""/VERB,""dust""/NOUN,""mite""/NOUN,""shrimp""/NOUN,""Anisakis""/PROPN,""seed""/NOUN,""storage""/NOUN,""protein""/NOUN"
0.0,"""The""/DET,""role""/NOUN,""properly""/ADV,""balanced""/VERB,""diet""/NOUN,""prevention""/NOUN,""treatment""/NOUN,""mental""/ADJ,""disorder""/NOUN,""suggested""/VERB,""vegetable""/NOUN,""fruit""/NOUN,""high""/ADJ,""content""/NOUN,""nutrient""/NOUN,""may""/AUX,""importance""/NOUN,""case""/NOUN,""depressive""/ADJ,""disorder""/NOUN"
0.0,"""Previously""/ADV,""supplementation""/NOUN,""selenium-rich""/ADJ,""Brazil""/PROPN,""nut""/NOUN,""Bertholletia""/PROPN,""excelsa""/PROPN,""shown""/VERB,""potential""/ADJ,""reducing""/VERB,""cognitive""/ADJ,""decline""/NOUN,""MCI""/PROPN,""patient""/NOUN,""could""/AUX,""prove""/VERB,""safe""/ADJ,""effective""/ADJ,""nutritional""/ADJ,""approach""/NOUN,""early""/ADJ,""disease""/NOUN,""process""/NOUN,""slow""/ADJ,""decline""/NOUN"
0.0,"""We""/PRON,""previously""/ADV,""demonstrated""/VERB,""sulforaphane""/NOUN,""dietary""/ADJ,""isothiocyanate""/NOUN,""derived""/VERB,""glucosinolate""/NOUN,""precursor""/NOUN,""found""/VERB,""broccoli""/NOUN,""prevent""/VERB,""cartilage""/NOUN,""destruction""/NOUN,""cell""/NOUN,""vitro""/X,""vivo""/X,""model""/NOUN,""osteoarthritis""/NOUN"
0.0,"""Their""/PRON,""diet""/NOUN,""differ""/VERB,""amount""/NOUN,""total""/ADJ,""fat""/NOUN,""olive""/NOUN,""oil""/NOUN,""type""/NOUN,""meat""/NOUN,""wine""/NOUN,""intake""/NOUN,""milk""/NOUN,""vs.""/ADP,""cheese""/NOUN,""fruit""/NOUN,""vegetable""/NOUN,""rate""/NOUN,""coronary""/ADJ,""heart""/NOUN,""disease""/NOUN,""cancer""/NOUN,""lower""/ADJ,""death""/NOUN,""rate""/NOUN,""longer""/ADJ,""life""/NOUN,""expectancy""/NOUN,""occurring""/VERB,""Greece""/PROPN"
1.0,"""We""/PRON,""describe""/VERB,""first""/ADJ,""case""/NOUN,""fig""/NOUN,""allergy""/NOUN,""occurred""/VERB,""cross-reactivity""/NOUN,""fig""/NOUN,""Derp""/PROPN,""1""/NUM"
0.0,"""The""/DET,""main""/ADJ,""cause""/NOUN,""death""/NOUN,""tuberculosis""/NOUN,""pneumonia""/NOUN,""malnutrition""/NOUN,""typhoid""/NOUN,""fever""/NOUN"
0.0,"""This""/DET,""review""/NOUN,""summarizes""/VERB,""mechanism""/NOUN,""effect""/NOUN,""Dead""/PROPN,""Sea""/PROPN,""salt""/NOUN,""hard""/ADJ,""water""/NOUN,""commercial""/ADJ,""baby""/NOUN,""cleanser""/NOUN,""oatmeal""/NOUN,""rice""/NOUN,""natural""/ADJ,""oil""/NOUN,""bathing""/NOUN,""additive""/NOUN,""treatment""/NOUN,""atopic""/ADJ,""dermatitis""/NOUN"
0.0,"""Although""/ADP,""individual""/ADJ,""asymptomatic""/ADJ,""exposure""/NOUN,""certain""/ADJ,""food""/NOUN,""drug""/NOUN,""infection""/NOUN,""trigger""/VERB,""acute""/ADJ,""hemolytic""/ADJ,""anemia""/NOUN"
0.0,"""Omega-3""/NOUN,""polyunsaturated""/ADJ,""fatty""/NOUN,""acid""/NOUN,""n-3""/NOUN,""PUFAs""/NOUN,""docosahexaenoic""/NOUN,""acid""/NOUN,""DHA""/NOUN,""eicosapentaenoic""/NOUN,""acid""/NOUN,""EPA""/PROPN,""reported""/VERB,""prevent""/VERB,""neurodegenerative""/ADJ,""disease""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN,""experimental""/ADJ,""clinical""/ADJ,""/""/SYM,""epidemiological""/ADJ,""study""/NOUN"
0.0,"""Recently""/ADV,""demonstrated""/VERB,""whey""/NOUN,""protein""/NOUN,""WP""/NOUN,""combined""/VERB,""low""/ADJ,""dietary""/ADJ,""fiber""/NOUN,""improved""/VERB,""lipemia""/NOUN,""risk""/NOUN,""factor""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""subject""/NOUN,""abdominal""/ADJ,""obesity""/NOUN"
0.0,"""In""/ADP,""vitro""/X,""cell""/NOUN,""culture""/NOUN,""vivo""/NOUN,""animal""/NOUN,""osteoporosis""/NOUN,""model""/NOUN,""demonstrated""/VERB,""potential""/ADJ,""seafood-derived""/ADJ,""SBPs""/NOUN,""including""/VERB,""fish""/NOUN,""mollusk""/NOUN,""crustacean""/NOUN,""seaweed""/NOUN,""microalgae""/NOUN,""preventing""/VERB,""osteoporosis""/NOUN"
0.0,"""The""/DET,""predominant""/ADJ,""infectious""/ADJ,""bronchitis""/NOUN,""virus""/NOUN,""IBV""/PROPN,""strain""/NOUN,""detected""/VERB,""chicken""/NOUN,""Malaysia""/PROPN,""Malaysian""/ADJ,""variant""/NOUN,""MV""/PROPN,""QX-like""/PROPN,""associated""/VERB,""respiratory""/ADJ,""distress""/NOUN,""nephropathy""/NOUN,""high""/ADJ,""mortality""/NOUN"
0.0,"""Avian""/ADJ,""infectious""/ADJ,""bronchitis""/NOUN,""virus""/NOUN,""IBV""/PROPN,""coronavirus""/NOUN,""infects""/VERB,""chicken""/NOUN,""Gallus""/PROPN,""gallus""/NOUN,""age""/NOUN,""cause""/VERB,""significant""/ADJ,""economic""/ADJ,""loss""/NOUN,""poultry""/NOUN,""industry""/NOUN,""worldwide""/ADV"
0.0,"""Some""/DET,""bath""/NOUN,""oil""/NOUN,""skin""/NOUN,""cream""/NOUN,""used""/VERB,""treating""/VERB,""AD""/NOUN,""contain""/VERB,""peanut""/NOUN,""oil""/NOUN,""suggested""/VERB,""exposure""/NOUN,""peanut""/NOUN,""allergen""/NOUN,""disrupted""/VERB,""skin""/NOUN,""barrier""/NOUN,""potential""/NOUN,""cause""/ADP,""PA""/PROPN"
0.0,"""The""/DET,""extract""/NOUN,""Ginkgo""/PROPN,""biloba""/NOUN,""leaf""/NOUN,""become""/VERB,""popular""/ADJ,""plant""/NOUN,""medicine""/NOUN,""herbal""/ADJ,""supplement""/NOUN,""potential""/ADJ,""benefit""/NOUN,""alleviating""/VERB,""symptom""/NOUN,""associated""/VERB,""peripheral""/ADJ,""vascular""/ADJ,""disease""/NOUN,""dementia""/NOUN,""asthma""/NOUN,""tinnitus""/NOUN"
0.0,"""This""/DET,""study""/NOUN,""report""/NOUN,""effect""/NOUN,""almond""/NOUN,""consumption""/NOUN,""UA""/PROPN,""CAD""/PROPN,""patient""/NOUN"
1.0,"""Also""/ADV,""excessive""/ADJ,""intake""/NOUN,""fat""/NOUN,""high-calorie""/ADJ,""food""/NOUN,""also""/ADV,""related""/VERB,""development""/NOUN,""obesity""/NOUN,""contributes""/VERB,""development""/NOUN,""CVD""/NOUN"
0.0,"""The""/DET,""evidence""/NOUN,""randomised""/VERB,""controlled""/VERB,""trial""/NOUN,""mediterranean""/ADJ,""diet""/NOUN,""nut""/NOUN,""and""/CCONJ,""/""/SYM,""or""/CCONJ,""native""/ADJ,""olive""/NOUN,""oil""/NOUN,""considerably""/ADV,""reduces""/VERB,""stroke""/NOUN,""risk""/NOUN,""47""/NUM,""respectively""/ADV,""31""/NUM,""however""/ADV,""risk""/NOUN,""myocardial""/ADJ,""infarction""/NOUN,""death""/NOUN"
0.0,"""Younger""/ADJ,""woman""/NOUN,""use""/VERB,""botanical""/ADJ,""urinary""/ADJ,""tract""/NOUN,""infection""/NOUN,""especially""/ADV,""Vaccinium""/PROPN,""macrocarpon""/NOUN,""cranberry""/NOUN,""evidence""/NOUN,""efficacy""/NOUN"
