label,sentence
1,"""The""/DET,""nutrition""/NOUN,""pyramid""/NOUN,""described""/VERB,""narrative""/ADJ,""review""/NOUN,""hypothetical""/ADJ,""even""/ADV,""light""/ADJ,""several""/ADJ,""limitation""/NOUN,""present""/ADJ,""review""/NOUN,""main""/ADJ,""limitation""/NOUN,""fact""/NOUN,""date""/NOUN,""randomized""/VERB,""controlled""/VERB,""trial""/NOUN,""literature""/NOUN,""clearly""/ADV,""showing""/VERB,""improved""/VERB,""nutrition""/NOUN,""via""/ADP,""regulation""/NOUN,""carbon""/NOUN,""dioxide""/NOUN,""produced""/VERB,""/""/SYM,""oxygen""/NOUN,""consumed""/VERB,""inflammation""/NOUN,""oxidative""/ADJ,""stress""/NOUN,""improves""/VERB,""symptom""/NOUN,""and""/CCONJ,""/""/SYM,""or""/CCONJ,""progression""/NOUN,""COPD""/NOUN"
1,"""Mulberry""/PROPN,""Morus""/PROPN,""alba""/PROPN,""L.""/PROPN,""leaf""/NOUN,""widely""/ADV,""used""/VERB,""herbal""/ADJ,""tea""/NOUN,""prevent""/VERB,""heat""/NOUN,""stroke""/NOUN"
2,"""A""/DET,""misconception""/NOUN,""milk""/NOUN,""lactose""/NOUN,""intolerance""/NOUN,""increase""/VERB,""disease""/NOUN,""activity""/NOUN,""inflammatory""/ADJ,""bowel""/NOUN,""disease""/NOUN,""lead""/NOUN,""exclusion""/NOUN,""dietary""/ADJ,""dairy""/NOUN,""product""/NOUN,""patient""/NOUN,""increased""/VERB,""risk""/NOUN,""low""/ADJ,""bone""/NOUN,""mineral""/NOUN,""density""/NOUN"
0,"""Adults""/NOUN,""aged""/VERB,""50""/NUM,""year""/NOUN,""older""/ADJ,""epilepsy""/NOUN,""face""/VERB,""increased""/VERB,""risk""/NOUN,""fracture""/NOUN,""associated""/VERB,""age""/NOUN,""use""/VERB,""antiepileptic""/ADJ,""drug""/NOUN"
1,"""Many""/ADJ,""report""/NOUN,""indicated""/VERB,""luteolin""/NOUN,""flavone""/NOUN,""found""/VERB,""various""/ADJ,""food""/NOUN,""preventive""/ADJ,""therapeutic""/ADJ,""value""/NOUN,""neurodegenerative""/ADJ,""disease""/NOUN,""including""/VERB,""AD""/NOUN"
1,"""Natural""/ADJ,""antioxidant""/ADJ,""food""/NOUN,""source""/NOUN,""natural""/ADJ,""product""/NOUN,""resveratrol""/NOUN,""curcumin""/NOUN,""green""/ADJ,""tea""/NOUN,""polyphenols""/NOUN,""vitamin""/NOUN,""E""/NOUN,""promising""/VERB,""therapeutic""/ADJ,""agent""/NOUN,""oxidative""/ADJ,""stress-mediated""/ADJ,""neurodegenerative""/ADJ,""disease""/NOUN,""fewer""/ADJ,""adverse""/ADJ,""effect""/NOUN,""tolerable""/ADJ,""cheaper""/ADJ,""sustainable""/ADJ,""long""/ADJ,""term""/NOUN,""consumption""/NOUN"
2,"""Staphylococcus""/NOUN,""aureus""/NOUN,""one""/NUM,""common""/ADJ,""mastitis-causing""/ADJ,""bacteria""/NOUN,""dairy""/NOUN,""cow""/NOUN"
1,"""Therefore""/ADV,""study""/NOUN,""present""/VERB,""neuroprotective""/ADJ,""potential""/ADJ,""lemon""/NOUN,""tangerine""/NOUN,""peels-derived""/VERB,""EOs""/NOUN,""possibility""/NOUN,""exploration""/NOUN,""neuroactive""/ADJ,""agent""/NOUN,""alternative""/ADJ,""management""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN"
1,"""Almond""/NOUN,""kernel""/NOUN,""contain""/VERB,""phytochemical""/ADJ,""positive""/ADJ,""health""/NOUN,""effect""/NOUN,""relation""/NOUN,""heart""/NOUN,""disease""/NOUN,""diabetes""/NOUN,""obesity""/NOUN"
2,"""Their""/PRON,""diet""/NOUN,""differ""/VERB,""amount""/NOUN,""total""/ADJ,""fat""/NOUN,""olive""/NOUN,""oil""/NOUN,""type""/NOUN,""meat""/NOUN,""wine""/NOUN,""intake""/NOUN,""milk""/NOUN,""vs.""/ADP,""cheese""/NOUN,""fruit""/NOUN,""vegetable""/NOUN,""rate""/NOUN,""coronary""/ADJ,""heart""/NOUN,""disease""/NOUN,""cancer""/NOUN,""lower""/ADJ,""death""/NOUN,""rate""/NOUN,""longer""/ADJ,""life""/NOUN,""expectancy""/NOUN,""occurring""/VERB,""Greece""/PROPN"
1,"""Plant""/NOUN,""nutrient""/NOUN,""plant-based""/ADJ,""diet""/NOUN,""could""/AUX,""beneficial""/ADJ,""effect""/NOUN,""patient""/NOUN,""CKD""/NOUN,""increased""/VERB,""fibre""/NOUN,""intake""/NOUN,""shift""/NOUN,""gut""/NOUN,""microbiota""/NOUN,""towards""/ADP,""reduced""/VERB,""production""/NOUN,""uraemic""/ADJ,""toxin""/NOUN,""plant""/NOUN,""fat""/NOUN,""particularly""/ADV,""olive""/ADJ,""oil""/NOUN,""anti-atherogenic""/ADJ,""effect""/NOUN,""plant""/NOUN,""anion""/NOUN,""might""/AUX,""mitigate""/VERB,""metabolic""/ADJ,""acidosis""/NOUN,""slow""/ADJ,""CKD""/NOUN,""progression""/NOUN,""plant""/NOUN,""phosphorus""/NOUN,""lower""/ADJ,""bioavailability""/NOUN,""animal""/ADJ,""phosphorus""/NOUN,""plant-based""/ADJ,""diet""/NOUN,""might""/AUX,""enable""/VERB,""better""/ADJ,""control""/NOUN,""hyperphosphataemia""/NOUN"
0,"""High""/ADJ,""fructose""/NOUN,""corn""/NOUN,""syrup""/NOUN,""HFCS""/PROPN,""sweetened""/VERB,""soft""/ADJ,""drink""/NOUN,""intake""/NOUN,""linked""/VERB,""asthma""/NOUN,""US""/PROPN,""high-schoolers""/NOUN"
2,"""The""/DET,""result""/NOUN,""showed""/VERB,""FAdV-4""/PROPN,""infection""/NOUN,""rate""/NOUN,""65.2""/NUM,""443""/NUM,""/""/SYM,""679""/NUM,""rate""/NOUN,""breeder""/NOUN,""duck""/NOUN,""almost""/ADV,""two-fold""/ADJ,""higher""/ADJ,""breeder""/NOUN,""chicken""/NOUN,""68.57""/NUM,""vs.""/NOUN,""34.30""/NUM"
2,"""The""/DET,""main""/ADJ,""cause""/NOUN,""death""/NOUN,""tuberculosis""/NOUN,""pneumonia""/NOUN,""malnutrition""/NOUN,""typhoid""/NOUN,""fever""/NOUN"
1,"""Tropical""/ADJ,""food""/NOUN,""seaweed""/VERB,""tropical""/ADJ,""fruit""/NOUN,""including""/VERB,""indigenous""/ADJ,""fruit""/NOUN,""Davidson""/PROPN,""plum""/NOUN,""effective""/ADJ,""reducing""/VERB,""sign""/NOUN,""metabolic""/ADJ,""syndrome""/NOUN,""rat""/NOUN,""well""/ADV,""reducing""/VERB,""degeneration""/NOUN,""bone""/NOUN,""cartilage""/NOUN,""altering""/VERB,""gut""/NOUN,""microbiome""/NOUN"
0,"""Wheat""/NOUN,""potent""/ADJ,""allergen""/NOUN,""source""/NOUN,""one""/NOUN,""cause""/VERB,""baker""/NOUN,""asthma""/NOUN,""food""/NOUN,""pollen""/NOUN,""allergy""/NOUN"
1,"""Fruit""/NOUN,""vegetable""/NOUN,""intake""/NOUN,""associated""/VERB,""reduced""/VERB,""risk""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN"
2,"""Infections""/NOUN,""cow""/NOUN,""udder""/NOUN,""leading""/VERB,""mastitis""/NOUN,""reducing""/VERB,""milk""/NOUN,""quality""/NOUN,""critical""/ADJ,""challenge""/NOUN,""facing""/VERB,""dairy""/NOUN,""farmer""/NOUN"
1,"""Ginkgo""/NOUN,""biloba""/NOUN,""long""/ADV,""used""/VERB,""ancient""/ADJ,""China""/PROPN,""treatment""/NOUN,""cough""/NOUN,""asthma""/NOUN,""lung""/NOUN,""disease""/NOUN"
1,"""Shenzao""/PROPN,""jiannao""/PROPN,""oral""/ADJ,""liquid""/NOUN,""SZJN""/PROPN,""traditional""/ADJ,""Chinese""/ADJ,""preparation""/NOUN,""approved""/VERB,""China""/PROPN,""Food""/PROPN,""Drug""/PROPN,""Administration""/PROPN,""CFDA""/PROPN,""used""/VERB,""treatment""/NOUN,""insomnia""/NOUN,""mind""/NOUN,""fatigue""/NOUN,""present""/ADJ,""efficacy""/NOUN,""nourishing""/VERB,""kidney""/NOUN"
1,"""Pulses""/NOUN,""including""/VERB,""pea""/NOUN,""good""/ADJ,""source""/NOUN,""protein""/NOUN,""dietary""/ADJ,""fiber""/NOUN,""folic""/ADJ,""acid""/NOUN,""iron""/NOUN,""reported""/VERB,""reduce""/VERB,""risk""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""diabetes""/NOUN"
1,"""All""/DET,""evaluated""/VERB,""pepper""/NOUN,""Capsicum""/NOUN,""genus""/NOUN,""exhibited""/VERB,""anti-hyperglycemia""/NOUN,""anti-hypertension""/ADJ,""potential""/NOUN"
1,"""Evidence""/NOUN,""support""/VERB,""protective""/ADJ,""effect""/NOUN,""garlic""/NOUN,""stomach""/NOUN,""colorectal""/ADJ,""breast""/NOUN,""cancer""/NOUN,""human""/ADJ"
1,"""Fruit""/NOUN,""vegetable""/NOUN,""intake""/NOUN,""reported""/VERB,""one""/NUM,""significant""/ADJ,""protective""/ADJ,""factor""/NOUN,""development""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""CVD""/NOUN"
1,"""Environmental""/ADJ,""pollutant""/NOUN,""pesticide""/NOUN,""herbicide""/NOUN,""additive""/ADJ,""food""/NOUN,""water""/NOUN,""electromagnetic""/ADJ,""field""/NOUN,""threaten""/VERB,""public""/ADJ,""health""/NOUN,""promotion""/NOUN,""cancer""/NOUN,""heart""/NOUN,""disease""/NOUN,""chronic""/ADJ,""disease""/NOUN,""aging""/NOUN"
2,"""Thus""/ADV,""recently""/ADV,""hypothesized""/VERB,""gut""/NOUN,""microbiota""/NOUN,""could""/AUX,""part""/NOUN,""mechanistic""/ADJ,""link""/NOUN,""consumption""/NOUN,""high""/ADJ,""fat""/NOUN,""unbalanced""/ADJ,""diet""/NOUN,""impaired""/VERB,""cognition""/NOUN,""termed""/VERB,""axis""/NOUN"
1,"""Capsinoids""/NOUN,""nonpungent""/ADJ,""chili""/NOUN,""pepper""/NOUN,""cultivar""/NOUN,""reported""/VERB,""reduce""/VERB,""body""/NOUN,""fat""/NOUN,""mass""/NOUN,""promote""/VERB,""metabolism""/NOUN,""improve""/VERB,""unidentified""/ADJ,""complaint""/NOUN,""chill""/NOUN"
0,"""We""/PRON,""describe""/VERB,""first""/ADJ,""case""/NOUN,""fig""/NOUN,""allergy""/NOUN,""occurred""/VERB,""cross-reactivity""/NOUN,""fig""/NOUN,""Derp""/PROPN,""1""/NUM"
0,"""Bronchial""/ADJ,""provocation""/NOUN,""test""/NOUN,""occupational""/ADJ,""exposure""/NOUN,""flour""/NOUN,""provoked""/VERB,""dual""/ADJ,""asthmatic""/ADJ,""reaction""/NOUN,""accompanied""/VERB,""rhinitis""/NOUN,""two""/NUM,""atopic""/ADJ,""baker""/NOUN,""engaged""/VERB,""manufacture""/NOUN,""bread""/NOUN,""pie""/NOUN"
1,"""Home""/NOUN,""fortification""/NOUN,""micronutrient""/NOUN,""powder""/NOUN,""MNP""/NOUN,""shown""/VERB,""reduce""/VERB,""anaemia""/NOUN,""high""/ADJ,""overall""/ADJ,""acceptability""/NOUN,""adherence""/NOUN,""limited""/VERB,""evidence""/NOUN,""West""/PROPN,""Africa""/PROPN"
2,"""Infectious""/ADJ,""bronchitis""/NOUN,""IB""/NOUN,""viral""/ADJ,""infection""/NOUN,""chicken""/NOUN,""respiratory""/ADJ,""tract""/NOUN,""cause""/VERB,""substantial""/ADJ,""economic""/ADJ,""burden""/NOUN,""industry""/NOUN"
0,"""Among""/ADP,""dietary""/ADJ,""habit""/NOUN,""especially""/ADV,""excessive""/ADJ,""salt""/NOUN,""typical""/ADJ,""processed""/VERB,""food""/NOUN,""implicated""/VERB,""development""/NOUN,""autoimmune""/ADJ,""disease""/NOUN"
1,"""We""/PRON,""previously""/ADV,""demonstrated""/VERB,""consumption""/NOUN,""iso-alpha-acids""/NOUN,""IAA""/PROPN,""hop-derived""/VERB,""bitter""/ADJ,""compound""/NOUN,""beer""/NOUN,""prevents""/VERB,""formation""/NOUN,""disease""/NOUN,""pathology""/NOUN,""transgenic""/ADJ,""mouse""/NOUN,""model""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN"
1,"""The""/DET,""reported""/ADJ,""incidence""/NOUN,""osteoporosis""/NOUN,""lower""/ADJ,""country""/NOUN,""Mediterranean""/ADJ,""diet""/NOUN,""predominates""/VERB,""apparent""/ADJ,""relationship""/NOUN,""may""/AUX,""mediated""/VERB,""phenolic""/ADJ,""compound""/NOUN,""present""/ADJ,""olive""/NOUN,""oil""/NOUN"
1,"""Flavonoid""/NOUN,""antioxidant""/ADJ,""2""/NUM,""-""/PUNCT,""3-phenylchroman""/NOUN,""structure""/NOUN,""quercetin""/NOUN,""kaempferol""/NOUN,""myricetin""/NOUN,""apigenin""/NOUN,""luteolin""/NOUN,""constituent""/ADJ,""fruit""/NOUN,""vegetable""/NOUN,""tea""/NOUN,""wine""/NOUN,""may""/AUX,""reduce""/VERB,""coronary""/ADJ,""disease""/NOUN,""cancer""/NOUN,""described""/VERB"
0,"""Excessive""/ADJ,""salt""/NOUN,""intake""/NOUN,""important""/ADJ,""risk""/NOUN,""factor""/NOUN,""disease""/NOUN,""hypertension""/NOUN,""stroke""/NOUN,""stomach""/NOUN,""cancer""/NOUN"
1,"""Osteoporosis""/NOUN,""common""/ADJ,""skeletal""/ADJ,""disorder""/NOUN,""human""/ADJ,""gelatin""/NOUN,""hydrolysate""/NOUN,""mammal""/NOUN,""reported""/VERB,""improve""/VERB,""osteoporosis""/NOUN"
1,"""Food""/NOUN,""supplementation""/NOUN,""fiber""/NOUN,""mix""/NOUN,""guar""/NOUN,""gum""/NOUN,""chickpea""/NOUN,""flour""/NOUN,""represents""/VERB,""promising""/ADJ,""approach""/NOUN,""reduce""/VERB,""risk""/NOUN,""type""/NOUN,""2""/NUM,""diabetes""/NOUN,""mellitus""/NOUN,""T2DM""/PROPN,""attenuating""/VERB,""postprandial""/ADJ,""glycemia""/NOUN"
0,"""Recently""/ADV,""prevalence""/NOUN,""food""/NOUN,""allergy""/NOUN,""childhood""/NOUN,""increasing""/VERB,""fruit""/NOUN,""common""/ADJ,""allergen""/NOUN"
2,"""The""/DET,""result""/NOUN,""reported""/VERB,""study""/NOUN,""show""/VERB,""influence""/NOUN,""gender""/NOUN,""place""/NOUN,""residence""/NOUN,""smoking""/NOUN,""consumption""/NOUN,""alcohol""/NOUN,""arthroscopy""/NOUN,""surgery""/NOUN,""osteoporosis""/NOUN,""rheumatoid""/NOUN,""arthritis""/NOUN,""Fe""/PROPN,""Ni""/PROPN,""Mo""/PROPN,""V""/NOUN,""concentration""/NOUN,""studied""/VERB,""structure""/NOUN,""knee""/NOUN,""joint""/NOUN"
2,"""Infectious""/ADJ,""salmon""/NOUN,""anaemia""/NOUN,""ISA""/NOUN,""serious""/ADJ,""viral""/ADJ,""disease""/NOUN,""farmed""/VERB,""Atlantic""/ADJ,""salmon""/NOUN,""Salmo""/PROPN,""salar""/NOUN"
1,"""Avocado""/NOUN,""soybean""/NOUN,""unsaponifiables""/NOUN,""ASU""/PROPN,""proven""/VERB,""safety""/NOUN,""effectiveness""/NOUN,""clinical""/ADJ,""study""/NOUN,""knee""/NOUN,""osteoarthritis""/NOUN,""OA""/NOUN,""however""/ADV,""whether""/ADP,""ASU""/PROPN,""exerts""/VERB,""structure-modifying""/ADJ,""effect""/NOUN,""still""/ADV,""elucidated""/VERB"
1,"""However""/ADV,""also""/ADV,""evidence""/NOUN,""detrimental""/ADJ,""effect""/NOUN,""milk""/NOUN,""risk""/NOUN,""hip""/NOUN,""fracture""/NOUN"
1,"""Date""/NOUN,""fruit""/NOUN,""Phoenix""/PROPN,""dactylifera""/PROPN,""L.""/PROPN,""traditionally""/ADV,""used""/VERB,""medicine""/NOUN,""many""/ADJ,""culture""/NOUN,""treatment""/NOUN,""range""/NOUN,""ailment""/NOUN,""stomach""/NOUN,""intestinal""/ADJ,""disorder""/NOUN,""fever""/NOUN,""oedema""/NOUN,""bronchitis""/NOUN,""wound""/VERB,""healing""/NOUN"
1,"""Curcumin""/NOUN,""compound""/NOUN,""found""/VERB,""Indian""/ADJ,""yellow""/ADJ,""curry""/NOUN,""known""/VERB,""posse""/NOUN,""various""/ADJ,""biological""/ADJ,""activity""/NOUN,""including""/VERB,""anti-oxidant""/ADJ,""anti-inflammatory""/ADJ,""anti-cancer""/ADJ,""activity""/NOUN"
1,"""Our""/PRON,""previous""/ADJ,""study""/NOUN,""suggests""/VERB,""ginger""/NOUN,""root""/NOUN,""extract""/NOUN,""reverse""/NOUN,""behavioral""/ADJ,""dysfunction""/NOUN,""prevent""/VERB,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN,""symptom""/NOUN,""induced""/VERB,""amyloid-beta""/NOUN,""protein""/NOUN,""ABeta""/PROPN,""rat""/NOUN,""model""/NOUN"
1,"""We""/PRON,""previously""/ADV,""demonstrated""/VERB,""iso-alpha-acids""/NOUN,""IAAs""/NOUN,""hop-derived""/VERB,""bitter""/ADJ,""component""/NOUN,""beer""/NOUN,""improve""/VERB,""memory""/NOUN,""impairment""/NOUN,""aged""/VERB,""Alzheimer""/PROPN,""disease""/NOUN,""mouse""/NOUN,""model""/NOUN"
0,"""Among""/ADP,""factor""/NOUN,""diet""/NOUN,""high""/ADJ,""fat""/ADJ,""carbohydrate""/NOUN,""content""/NOUN,""implicated""/VERB,""obesity""/NOUN"
1,"""Calcium""/NOUN,""bioactive""/ADJ,""peptide""/NOUN,""yet""/CCONJ,""unidentified""/ADJ,""component""/NOUN,""whole""/ADJ,""milk""/NOUN,""may""/AUX,""protect""/VERB,""hypertension""/NOUN,""folic""/NOUN,""acid""/NOUN,""vitamin""/NOUN,""B6""/NOUN,""pyridoxine""/NOUN,""B12""/NOUN,""cyanocobalamin""/NOUN,""unidentified""/ADJ,""component""/NOUN,""skim""/NOUN,""milk""/NOUN,""may""/AUX,""contribute""/VERB,""low""/ADJ,""homocysteine""/NOUN,""level""/NOUN"
2,"""Evidence""/NOUN,""association""/NOUN,""Mediterranean""/ADJ,""diet""/NOUN,""pregnancy""/NOUN,""childhood""/NOUN,""asthma""/NOUN,""allergy""/NOUN,""related""/VERB,""outcome""/NOUN,""conflicting""/VERB"
1,"""Interestingly""/ADV,""many""/ADJ,""Indian""/ADJ,""tribe""/NOUN,""use""/VERB,""Bombax""/PROPN,""ceiba""/PROPN,""L""/PROPN,"".""/PUNCT,""Bombacaceae""/PROPN,""fruit""/NOUN,""traditional""/ADJ,""medicine""/NOUN,""treatment""/NOUN,""urinary""/ADJ,""stone""/NOUN"
2,"""In""/ADP,""immunohistochemical""/ADJ,""assay""/NOUN,""antiserum""/NOUN,""recognizing""/VERB,""somatic""/ADJ,""serotype""/NOUN,""11""/NUM,""antigen""/NOUN,""generated""/VERB,""chicken""/NOUN,""could""/AUX,""specifically""/ADV,""detect""/VERB,""P.""/PROPN,""multocida""/PROPN,""indicating""/VERB,""antiserum""/NOUN,""somatic""/ADJ,""serotyping""/NOUN,""useful""/ADJ,""immunohistochemical""/ADJ,""diagnosis""/NOUN,""rabbit""/NOUN,""pasteurellosis""/NOUN"
1,"""Ginger""/PROPN,""Zingiber""/PROPN,""officinale""/PROPN,""Roscoe""/PROPN,""Zingiberaceae""/PROPN,""documented""/VERB,""ameliorate""/ADJ,""hyperlipidemia""/NOUN,""hyperglycemia""/NOUN,""oxidative""/ADJ,""stress""/NOUN,""inflammation""/NOUN"
1,"""Docosahexaenoic""/NOUN,""acid""/NOUN,""DHA""/NOUN,""fatty""/NOUN,""acid""/NOUN,""abundant""/ADJ,""brain""/NOUN,""reported""/VERB,""protective""/ADJ,""effect""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""although""/ADP,""mechanistic""/ADJ,""effect""/NOUN,""DHA""/PROPN,""Alzheimer""/PROPN,""pathophysiology""/NOUN,""remain""/VERB,""unclear""/ADJ"
1,"""Xuezhikang""/PROPN,""XZK""/PROPN,""extract""/NOUN,""derived""/VERB,""red""/ADJ,""yeast""/NOUN,""rice""/NOUN,""commonly""/ADV,""employed""/VERB,""traditional""/ADJ,""Chinese""/ADJ,""medicine""/NOUN,""treating""/VERB,""coronary""/ADJ,""heart""/NOUN,""disease""/NOUN,""improving""/VERB,""endothelial""/ADJ,""function""/NOUN,""decreasing""/VERB,""blood""/NOUN,""lipid""/NOUN,""preventing""/VERB,""cardiovascular""/ADJ,""event""/NOUN,""within""/ADP,""China""/PROPN,""globally""/ADV"
0,"""Pistachio""/NOUN,""cashew""/NOUN,""contain""/VERB,""allergenic""/ADJ,""protein""/NOUN,""cause""/NOUN,""removed""/VERB,""diet""/NOUN,""allergic""/ADJ,""people""/NOUN"
1,"""Allium""/NOUN,""fistulosum""/NOUN,""Welsh""/ADJ,""onion""/NOUN,""traditional""/ADJ,""medicinal""/ADJ,""plant""/NOUN,""used""/VERB,""treatment""/NOUN,""cold""/ADJ,""influenza""/NOUN,""abdominal""/ADJ,""pain""/NOUN,""headache""/NOUN,""heart""/NOUN,""disease""/NOUN"
1,"""Among""/ADP,""phenolic""/ADJ,""compound""/NOUN,""extracted""/VERB,""extra""/ADJ,""virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""oleocanthal""/NOUN,""1""/NUM,""attracted""/VERB,""considerable""/ADJ,""attention""/NOUN,""modulation""/NOUN,""many""/ADJ,""human""/ADJ,""disease""/NOUN,""inflammation""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN"
0,"""Onion""/NOUN,""Allium""/NOUN,""cepa""/NOUN,""handling""/NOUN,""induce""/VERB,""contact""/NOUN,""dermatitis""/NOUN,""rhinoconjunctivitis""/NOUN,""asthma""/NOUN"
0,"""The""/DET,""intake""/NOUN,""processed""/VERB,""meat""/NOUN,""associated""/VERB,""several""/ADJ,""adverse""/ADJ,""health""/NOUN,""outcome""/NOUN,""type""/NOUN,""II""/NOUN,""diabetes""/NOUN,""cancer""/NOUN,""however""/ADV,""mechanism""/NOUN,""fully""/ADV,""understood""/VERB"
1,"""Our""/PRON,""previous""/ADJ,""study""/NOUN,""shown""/VERB,""beneficial""/ADJ,""effect""/NOUN,""walnut""/NOUN,""memory""/NOUN,""learning""/NOUN,""skill""/NOUN,""transgenic""/ADJ,""mouse""/NOUN,""model""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD-tg""/PROPN"
2,"""Avian""/ADJ,""infectious""/ADJ,""bronchitis""/NOUN,""virus""/NOUN,""IBV""/PROPN,""avian""/ADJ,""pathogenic""/ADJ,""Escherichia""/PROPN,""coli""/PROPN,""APEC""/PROPN,""two""/NUM,""important""/ADJ,""respiratory""/ADJ,""pathogen""/NOUN,""chicken""/NOUN"
0,"""Wheat""/NOUN,""one""/NUM,""major""/ADJ,""crop""/NOUN,""grown""/VERB,""processed""/VERB,""consumed""/VERB,""humankind""/NOUN,""associated""/VERB,""intolerance""/NOUN,""notably""/ADV,""coeliac""/NOUN,""disease""/NOUN,""allergy""/NOUN"
1,"""Fortification""/NOUN,""wheat""/NOUN,""flour""/NOUN,""deemed""/VERB,""useful""/ADJ,""strategy""/NOUN,""reduce""/VERB,""anaemia""/NOUN,""population""/NOUN"
1,"""This""/DET,""review""/NOUN,""summarizes""/VERB,""mechanism""/NOUN,""effect""/NOUN,""Dead""/PROPN,""Sea""/PROPN,""salt""/NOUN,""hard""/ADJ,""water""/NOUN,""commercial""/ADJ,""baby""/NOUN,""cleanser""/NOUN,""oatmeal""/NOUN,""rice""/NOUN,""natural""/ADJ,""oil""/NOUN,""bathing""/NOUN,""additive""/NOUN,""treatment""/NOUN,""atopic""/ADJ,""dermatitis""/NOUN"
0,"""The""/DET,""cause""/NOUN,""gastrointestinal""/ADJ,""perforation""/NOUN,""collagen""/NOUN,""disease""/NOUN,""reported""/VERB,""functional""/ADJ,""gastrointestinal""/ADJ,""disorder""/NOUN,""collagen""/NOUN,""disease""/NOUN,""like""/ADP,""amyloidosis""/NOUN,""gastrointestinal""/ADJ,""infection""/NOUN,""immunocompromised""/VERB,""patient""/NOUN,""side""/NOUN,""effect""/NOUN,""medication""/NOUN,""steroid""/NOUN,""NSAIDs""/PROPN,""MTX""/PROPN"
1,"""Therefore""/ADV,""novel""/ADJ,""therapeutic""/ADJ,""strategy""/NOUN,""long""/ADV,""investigated""/VERB,""curcumin""/NOUN,""Curcuma""/PROPN,""longa""/NOUN,""shown""/VERB,""property""/NOUN,""prevent""/VERB,""deleterious""/ADJ,""process""/NOUN,""involved""/VERB,""neurodegenerative""/ADJ,""disease""/NOUN"
0,"""In""/ADP,""rice""/NOUN,""allergy""/NOUN,""protein""/NOUN,""molecular""/ADJ,""mass""/NOUN,""14-16""/NUM,""26""/NUM,""33""/NUM,""56""/NUM,""kDa""/NOUN,""demonstrated""/VERB,""potentially""/ADV,""allergenic""/ADJ"
2,"""Pagophagia""/NOUN,""compulsive""/ADJ,""ice""/NOUN,""chewing""/NOUN,""particular""/ADJ,""form""/NOUN,""pica""/NOUN,""characterized""/VERB,""ingestion""/NOUN,""ice""/NOUN,""freezer""/NOUN,""frost""/NOUN,""iced""/VERB,""drink""/NOUN"
0,"""The""/DET,""origin""/NOUN,""AD""/NOUN,""multifactorial""/ADJ,""many""/ADJ,""metabolic""/ADJ,""disorder""/NOUN,""originating""/VERB,""overconsumption""/NOUN,""fat""/NOUN,""cholesterol""/NOUN,""sugar""/NOUN,""associated""/VERB,""higher""/ADJ,""risk""/NOUN,""AD""/NOUN,""later""/ADJ,""life""/NOUN"
2,"""Aluminium""/NOUN,""Al""/PROPN,""neurotoxin""/NOUN,""lately""/ADV,""implicated""/VERB,""one""/NUM,""possible""/ADJ,""causal""/ADJ,""factor""/NOUN,""contributing""/VERB,""Alzheimer""/PROPN,""disease""/NOUN"
1,"""These""/DET,""effect""/NOUN,""related""/VERB,""protection""/NOUN,""cognitive""/ADJ,""decline""/NOUN,""associated""/VERB,""aging""/VERB,""disease""/NOUN,""number""/NOUN,""polyphenols""/NOUN,""found""/VERB,""red""/ADJ,""wine""/NOUN,""extra""/ADJ,""virgin""/ADJ,""olive""/NOUN,""oil""/NOUN"
1,"""Finally""/ADV,""limited""/ADJ,""epidemiological""/ADJ,""evidence""/NOUN,""available""/ADJ,""fruit""/NOUN,""vegetable""/NOUN,""consumption""/NOUN,""cognition""/NOUN,""generally""/ADV,""supported""/VERB,""protective""/ADJ,""role""/NOUN,""macronutrients""/NOUN,""cognitive""/ADJ,""decline""/NOUN,""dementia""/NOUN,""AD""/NOUN"
2,"""Thus""/ADV,""obesity""/NOUN,""associated""/VERB,""altered""/VERB,""relationship""/NOUN,""food""/NOUN,""consumption""/NOUN,""hedonic""/ADJ,""response""/NOUN,""food""/NOUN,""reward""/NOUN,""well""/ADV,""reduced""/VERB,""satiety""/NOUN,""effect""/NOUN,""woman""/NOUN"
0,"""In""/ADP,""2.8""/NUM,""control""/NOUN,""group""/NOUN,""ISAC-test""/NOUN,""failed""/VERB,""detect""/NOUN,""allergy""/NOUN,""sensitization""/NOUN,""caused""/VERB,""dust""/NOUN,""mite""/NOUN,""shrimp""/NOUN,""Anisakis""/PROPN,""seed""/NOUN,""storage""/NOUN,""protein""/NOUN"
0,"""Increased""/VERB,""consumption""/NOUN,""processed""/VERB,""food""/NOUN,""modern""/ADJ,""world""/NOUN,""contributed""/VERB,""high""/ADJ,""salt""/NOUN,""intake""/NOUN,""thus""/ADV,""increased""/VERB,""prevalence""/NOUN,""hypertension""/NOUN,""among""/ADP,""Malaysian""/ADJ,""population""/NOUN"
